job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length
JOB08200,QA Engineer,NextGen Systems,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, API Testing, Git and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,8-12 LPA,Internship,we are looking for a qa engineer to join our team the candidate should have experience with java api testing git and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,340,331
JOB07760,QA Engineer,FinEdge Technologies,"Pune, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Git, Jira, SQL and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,8-11 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with java git jira sql and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,333
JOB07186,Backend Developer,NextGen Systems,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, Python, Node.js and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,5-7 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with java python node js and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,338
JOB06727,Machine Learning Engineer,CodeCraft India,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, SQL, Docker, TensorFlow and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-11 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python sql docker tensorflow and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,354
JOB06690,Machine Learning Engineer,NextGen Systems,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, PyTorch, AWS, SQL, TensorFlow and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-10 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn pytorch aws sql tensorflow and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,375,364
JOB09007,DevOps Engineer,InnovateLabs,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Docker, AWS, Git and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,5-10 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform docker aws git and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB08913,Machine Learning Engineer,CodeCraft India,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, Docker, AWS, Scikit-learn, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,6-11 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with pytorch docker aws scikit learn python and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360
JOB02331,Cloud Engineer,CodeCraft India,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, AWS, Docker, Python and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-10 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with kubernetes aws docker python and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341
JOB03516,Business Analyst,InnovateLabs,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Excel, SQL, Business Analysis and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,6-11 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with tableau excel sql business analysis and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,353
JOB02188,Software Engineer,NexaWorks,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, Docker, Java, C++ and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with python docker java c and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,334
JOB00196,Cloud Engineer,Quantix Technologies,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, AWS, Linux, Azure and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,7-10 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with python aws linux azure and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336
JOB07426,Cloud Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, Azure, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-9 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with kubernetes azure docker and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337
JOB05799,Data Scientist,CodeCraft India,"Chennai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, SQL, AWS, Python, Machine Learning and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,5-8 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with pandas sql aws python machine learning and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358
JOB05060,Cloud Engineer,DataBridge Analytics,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Python, AWS, Azure, Linux and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,9-12 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with docker python aws azure linux and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,346
JOB00803,QA Engineer,TechNova Solutions,"Pune, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Jira, API Testing and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,10-13 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with selenium jira api testing and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336
JOB06509,QA Engineer,Apex Solutions,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, SQL, Java and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,10-15 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python sql java and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,333,324
JOB08068,Machine Learning Engineer,BlueOrbit Software,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, AWS, PyTorch, Docker and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,11-14 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python aws pytorch docker and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,347
JOB02069,Software Engineer,Quantix Technologies,"Bangalore, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, C++, Java, REST API, Git and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,8-13 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with sql c java rest api git and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,340
JOB06501,QA Engineer,Vertex Digital,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Python, Selenium, API Testing, Java and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,7-10 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with jira python selenium api testing java and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345
JOB08837,Machine Learning Engineer,CodeCraft India,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, Docker, AWS, Scikit-learn, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,10-14 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with pytorch docker aws scikit learn sql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360
JOB00645,Cloud Engineer,Vertex Digital,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Linux, Kubernetes, Azure and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,5-10 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with aws linux kubernetes azure and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB09470,DevOps Engineer,DataBridge Analytics,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Jenkins, Kubernetes and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with docker jenkins kubernetes and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339
JOB05104,Data Analyst,DataBridge Analytics,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, SQL, Excel, Pandas, Power BI and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,11-14 LPA,Internship,we are looking for a data analyst to join our team the candidate should have experience with statistics sql excel pandas power bi and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349
JOB05461,Cloud Engineer,Apex Solutions,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Python, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,5-9 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with azure python terraform and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340
JOB01638,Frontend Developer,FinEdge Technologies,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, JavaScript, CSS and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,6-11 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with html javascript css and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336
JOB00121,Data Analyst,DataBridge Analytics,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Python, Excel, Pandas and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,7-12 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with sql python excel pandas and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336
JOB02982,QA Engineer,CloudSphere,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Java, Git, Python, SQL and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-14 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with selenium java git python sql and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344
JOB05070,Data Analyst,CloudSphere,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, SQL, Excel, Statistics and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-11 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with pandas sql excel statistics and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341
JOB03075,QA Engineer,NextGen Systems,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Git, Jira, API Testing, Selenium and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,5-9 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with sql git jira api testing selenium and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344
JOB09022,Data Analyst,Vertex Digital,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Statistics, Power BI, Python and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,7-9 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with sql statistics power bi python and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342
JOB03279,Frontend Developer,InnovateLabs,"Delhi, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, CSS, REST API, HTML and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,6-8 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with javascript css rest api html and typescript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,350
JOB02136,Data Analyst,CodeCraft India,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Tableau, Python, Statistics, Pandas and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-9 LPA,Internship,we are looking for a data analyst to join our team the candidate should have experience with power bi tableau python statistics pandas and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350
JOB08009,DevOps Engineer,CloudSphere,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Terraform, Docker, Linux and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-9 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with aws terraform docker linux and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338
JOB04971,DevOps Engineer,InnovateLabs,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Jenkins, Git, Linux, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,10-13 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform jenkins git linux aws and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,346
JOB06344,QA Engineer,NextGen Systems,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, SQL, Python, Jira, Selenium and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,8-11 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with api testing sql python jira selenium and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345
JOB00135,Backend Developer,DataBridge Analytics,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Java, REST API, Node.js, PostgreSQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,6-9 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with sql java rest api node js postgresql and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353
JOB08539,Business Analyst,TechNova Solutions,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Power BI, Excel and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,12-17 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication power bi excel and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,345
JOB05325,Business Analyst,CodeCraft India,"Gurgaon, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Communication, Tableau, Excel, SQL and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,5-9 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with business analysis communication tableau excel sql and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367
JOB09739,Business Analyst,FinEdge Technologies,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Tableau, Power BI, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,6-8 LPA,Part-time,we are looking for a business analyst to join our team the candidate should have experience with communication tableau power bi sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349
JOB06308,Data Analyst,Vertex Digital,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, Tableau, Power BI, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,,Full-time,we are looking for a data analyst to join our team the candidate should have experience with statistics tableau power bi excel and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342
JOB02560,Software Engineer,InnovateLabs,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Java, Docker and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,12-17 LPA,Part-time,we are looking for a software engineer to join our team the candidate should have experience with git java docker and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,338,329
JOB00063,Machine Learning Engineer,Vertex Digital,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, PyTorch, Docker, Python, Scikit-learn and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,9-13 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with tensorflow pytorch docker python scikit learn and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367
JOB01359,Business Analyst,DataBridge Analytics,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, SQL, Excel, Tableau and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,10-14 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with business analysis sql excel tableau and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,358
JOB08708,Business Analyst,TechNova Solutions,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Power BI, SQL, Excel and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,11-14 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with tableau power bi sql excel and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349
JOB06585,Machine Learning Engineer,BlueOrbit Software,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, Docker and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-12 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws tensorflow docker and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347
JOB05964,Machine Learning Engineer,Vertex Digital,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, SQL, PyTorch, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-11 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with tensorflow sql pytorch aws and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351
JOB02468,Data Scientist,DataBridge Analytics,"Chennai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Machine Learning, SQL, AWS, NumPy and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,9-13 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with pandas machine learning sql aws numpy and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,357
JOB00680,Data Scientist,Vertex Digital,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Pandas, Scikit-learn, Machine Learning, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,4-6 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with numpy pandas scikit learn machine learning python and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360
JOB06955,DevOps Engineer,NextGen Systems,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Kubernetes, AWS, Git, Terraform and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,3-6 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with docker kubernetes aws git terraform and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351
JOB00742,Cloud Engineer,InnovateLabs,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, AWS, Python and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-10 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with docker aws python and azure the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,339,330
JOB05308,QA Engineer,NexaWorks,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Selenium, Jira, SQL, API Testing and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,10-13 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python selenium jira sql api testing and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345
JOB06902,Frontend Developer,BlueOrbit Software,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, Git, TypeScript, JavaScript, React and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-16 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css git typescript javascript react and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351
