job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,extracted_skills
JOB08440,Cloud Engineer,NexaWorks,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Python, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,5-10 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with azure python terraform and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['python', 'azure', 'kubernetes']"
JOB05488,QA Engineer,DataBridge Analytics,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Git, SQL and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,5-8 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with jira git sql and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,334,325,"['sql', 'git']"
JOB03734,Data Scientist,TechNova Solutions,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, NumPy, SQL, Machine Learning, AWS and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,5-7 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with python numpy sql machine learning aws and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,357,"['python', 'sql', 'numpy', 'aws']"
JOB09561,QA Engineer,Vertex Digital,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, SQL, Selenium, Java and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-14 LPA,Internship,we are looking for a qa engineer to join our team the candidate should have experience with git sql selenium java and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,337,"['java', 'sql', 'git']"
JOB07245,DevOps Engineer,FinEdge Technologies,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, Docker, Jenkins and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,10-15 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with kubernetes docker jenkins and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"['aws', 'docker', 'kubernetes']"
JOB01655,Frontend Developer,InnovateLabs,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, Git, REST API and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-14 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with javascript git rest api and css the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,338,"['java', 'javascript', 'git']"
JOB05271,Software Engineer,NextGen Systems,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with REST API, Docker, Git, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-12 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with rest api docker git java and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['python', 'java', 'docker', 'git']"
JOB06499,Frontend Developer,Apex Solutions,"Gwalior, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, CSS, HTML, JavaScript and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,12-14 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript css html javascript and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,350,"['java', 'javascript']"
JOB00224,Frontend Developer,Quantix Technologies,"Hyderabad, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, React, JavaScript, CSS, HTML and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,11-13 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git react javascript css html and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['java', 'javascript', 'git']"
JOB09329,Data Analyst,CodeCraft India,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, SQL, Power BI and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,7-11 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with statistics sql power bi and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,"['python', 'sql', 'power bi']"
JOB04538,Business Analyst,CloudSphere,Remote,"We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Tableau, Power BI, Excel and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,5-7 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql communication tableau power bi excel and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB04240,Frontend Developer,NextGen Systems,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, REST API, CSS, HTML, TypeScript and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-8 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with git rest api css html typescript and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,365,354,"['java', 'javascript', 'git']"
JOB01591,DevOps Engineer,InnovateLabs,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Git, AWS, Jenkins, Kubernetes and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-8 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform git aws jenkins kubernetes and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350,"['aws', 'kubernetes', 'git']"
JOB06122,Software Engineer,TechNova Solutions,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with REST API, Git, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,10-14 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with rest api git java and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"['python', 'java', 'git']"
JOB03257,DevOps Engineer,NexaWorks,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Linux, Kubernetes and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-8 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with aws linux kubernetes and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"['aws', 'kubernetes']"
JOB06587,QA Engineer,TechNova Solutions,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Git, Jira, API Testing and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,6-10 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python git jira api testing and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"['python', 'git']"
JOB04880,Software Engineer,BlueOrbit Software,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, SQL, REST API and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,6-11 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with python sql rest api and c the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,331,"['python', 'sql']"
JOB02182,QA Engineer,NexaWorks,,"We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Git, Java, SQL, Selenium and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,6-8 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with api testing git java sql selenium and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344,"['python', 'java', 'sql', 'git']"
JOB06962,Business Analyst,Quantix Technologies,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Business Analysis, Excel and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,11-16 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql communication business analysis excel and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,358,"['sql', 'tableau', 'excel']"
JOB05028,Frontend Developer,DataBridge Analytics,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, HTML, TypeScript and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,11-14 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git html typescript and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,['git']
JOB09200,Data Analyst,Quantix Technologies,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, SQL, Tableau, Statistics and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,7-11 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with pandas sql tableau statistics and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,343,"['sql', 'power bi', 'tableau', 'pandas']"
JOB04900,Cloud Engineer,Quantix Technologies,"Mumbai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Docker, AWS, Python and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,9-14 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with azure docker aws python and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336,"['python', 'aws', 'azure', 'docker']"
JOB01210,DevOps Engineer,Quantix Technologies,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, AWS, Git, Terraform and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,7-11 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with kubernetes aws git terraform and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,343,"['aws', 'docker', 'kubernetes', 'git']"
JOB00422,Data Analyst,Apex Solutions,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Python, Tableau and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,8-10 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with sql python tableau and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,338,329,"['python', 'sql', 'tableau', 'excel']"
JOB08833,Frontend Developer,InnovateLabs,"Hyderabad, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, CSS, JavaScript and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-8 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with rest api css javascript and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,"['java', 'javascript']"
JOB01707,Data Scientist,BlueOrbit Software,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, SQL, AWS and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,8-11 LPA,Internship,we are looking for a data scientist to join our team the candidate should have experience with python sql aws and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,336,327,"['python', 'sql', 'numpy', 'aws']"
JOB01159,Frontend Developer,Apex Solutions,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, CSS, REST API, React and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-10 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with git css rest api react and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['java', 'javascript', 'git']"
JOB02307,Data Scientist,NextGen Systems,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, AWS, Pandas, NumPy and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,8-11 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with sql aws pandas numpy and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,334,"['python', 'sql', 'pandas', 'numpy', 'aws']"
JOB00274,QA Engineer,BlueOrbit Software,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Java, API Testing and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,9-14 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git java api testing and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,338,329,"['java', 'git']"
JOB00172,Business Analyst,Quantix Technologies,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Excel, Communication, SQL and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,12-17 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with business analysis excel communication sql and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,359,"['sql', 'power bi', 'excel']"
JOB03957,QA Engineer,NextGen Systems,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, API Testing, Git and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,7-11 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python api testing git and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,340,331,"['python', 'java', 'git']"
JOB07847,Backend Developer,NextGen Systems,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, SQL, Node.js, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,7-11 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with rest api sql node js python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342,"['python', 'java', 'sql']"
JOB03189,Business Analyst,FinEdge Technologies,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Excel, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-14 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with business analysis excel sql and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,350,"['sql', 'excel']"
JOB01726,Cloud Engineer,NextGen Systems,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Docker, Python, AWS, Kubernetes and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,12-14 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with terraform docker python aws kubernetes and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['python', 'aws', 'docker', 'kubernetes']"
JOB04398,Backend Developer,Quantix Technologies,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, Java, SQL, Python, Docker and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,12-16 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js java sql python docker and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['python', 'java', 'sql', 'postgresql', 'docker']"
JOB05919,Software Engineer,CloudSphere,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, SQL, Java, REST API, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,11-14 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git sql java rest api docker and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"['python', 'java', 'sql', 'docker', 'git']"
JOB01565,QA Engineer,FinEdge Technologies,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, SQL, Java, Selenium and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,11-15 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with api testing sql java selenium and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"['python', 'java', 'sql']"
JOB01783,Backend Developer,FinEdge Technologies,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, PostgreSQL, Python and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,8-12 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with java postgresql python and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,341,"['python', 'java', 'sql', 'postgresql']"
JOB00844,Machine Learning Engineer,DataBridge Analytics,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, PyTorch, SQL, Docker and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-8 LPA,Part-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws pytorch sql docker and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,353,"['sql', 'pytorch', 'aws', 'docker']"
JOB09441,Backend Developer,Quantix Technologies,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with Java, PostgreSQL, Node.js and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,7-11 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with java postgresql node js and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"['java', 'sql', 'postgresql']"
JOB04565,Machine Learning Engineer,NexaWorks,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, SQL, PyTorch, TensorFlow, Scikit-learn and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-15 LPA,Part-time,we are looking for a machine learning engineer to join our team the candidate should have experience with docker sql pytorch tensorflow scikit learn and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['python', 'sql', 'tensorflow', 'pytorch', 'docker']"
JOB00905,Machine Learning Engineer,CloudSphere,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, SQL, TensorFlow, PyTorch and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,10-15 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws sql tensorflow pytorch and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"['sql', 'tensorflow', 'pytorch', 'aws', 'docker']"
JOB08615,Data Analyst,CodeCraft India,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Python, Pandas, SQL, Tableau and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-13 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with excel python pandas sql tableau and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"['python', 'sql', 'power bi', 'tableau', 'excel', 'pandas']"
JOB09769,Machine Learning Engineer,FinEdge Technologies,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, SQL, PyTorch, AWS and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,9-11 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with docker sql pytorch aws and tensorflow the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"['sql', 'tensorflow', 'pytorch', 'aws', 'docker']"
JOB06401,Software Engineer,Apex Solutions,"Bangalore, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Docker, REST API, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,10-14 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git docker rest api python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['python', 'java', 'docker', 'git']"
JOB01548,Business Analyst,Quantix Technologies,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Communication, Excel and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-10 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with business analysis communication excel and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,355,"['power bi', 'excel']"
JOB02081,Data Analyst,CodeCraft India,"Gurgaon, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Statistics, Power BI, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-6 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with pandas statistics power bi python and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342,"['python', 'sql', 'power bi', 'pandas']"
JOB08110,Cloud Engineer,CloudSphere,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, Docker, Python, Azure, Linux and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,8-11 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with kubernetes docker python azure linux and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347,"['python', 'aws', 'azure', 'docker', 'kubernetes']"
JOB03986,Backend Developer,Quantix Technologies,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, Java, Docker, REST API, Python and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-12 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js java docker rest api python and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,367,356,"['python', 'java', 'sql', 'postgresql', 'docker']"
