job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,processed_text
JOB02043,QA Engineer,TechNova Solutions,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Git, Java, API Testing and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,6-9 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python git java api testing and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,335,"['looking', 'qa', 'engineer', 'join', 'team', 'candidate', 'experience', 'python', 'git', 'java', 'api', 'testing', 'sql', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB04764,Machine Learning Engineer,CloudSphere,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, Docker, TensorFlow, Scikit-learn and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-16 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python docker tensorflow scikit learn and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,359,"['looking', 'machine', 'learning', 'engineer', 'join', 'team', 'candidate', 'experience', 'python', 'docker', 'tensorflow', 'scikit', 'learn', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB06606,Backend Developer,NexaWorks,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Node.js, PostgreSQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,7-12 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with docker node js postgresql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,342,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'docker', 'node', 'j', 'postgresql', 'python', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05326,Data Scientist,Vertex Digital,"Gurgaon, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, NumPy, AWS, Pandas and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-16 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with sql numpy aws pandas and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'sql', 'numpy', 'aws', 'panda', 'machine', 'learning', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05408,Backend Developer,Apex Solutions,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Python, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,11-16 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with sql python docker and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'sql', 'python', 'docker', 'rest', 'api', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB01087,QA Engineer,NextGen Systems,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Jira, Java and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,9-11 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with api testing jira java and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,338,329,"['looking', 'qa', 'engineer', 'join', 'team', 'candidate', 'experience', 'api', 'testing', 'jira', 'java', 'sql', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05938,Cloud Engineer,CodeCraft India,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Azure, Kubernetes, AWS, Linux and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,7-11 LPA,Internship,we are looking for a cloud engineer to join our team the candidate should have experience with terraform azure kubernetes aws linux and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350,"['looking', 'cloud', 'engineer', 'join', 'team', 'candidate', 'experience', 'terraform', 'azure', 'kubernetes', 'aws', 'linux', 'python', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB06496,Machine Learning Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, Docker, Scikit-learn, TensorFlow, AWS and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,6-11 LPA,Internship,we are looking for a machine learning engineer to join our team the candidate should have experience with pytorch docker scikit learn tensorflow aws and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,375,364,"['looking', 'machine', 'learning', 'engineer', 'join', 'team', 'candidate', 'experience', 'pytorch', 'docker', 'scikit', 'learn', 'tensorflow', 'aws', 'sql', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05596,Frontend Developer,CodeCraft India,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, React, REST API and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,7-12 LPA,Internship,we are looking for a frontend developer to join our team the candidate should have experience with css react rest api and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'cs', 'react', 'rest', 'api', 'html', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB09655,QA Engineer,Vertex Digital,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Python, Selenium, SQL and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,12-15 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with jira python selenium sql and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"['looking', 'qa', 'engineer', 'join', 'team', 'candidate', 'experience', 'jira', 'python', 'selenium', 'sql', 'api', 'testing', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB04323,Machine Learning Engineer,Apex Solutions,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, PyTorch, Docker and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,8-12 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python pytorch docker and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,352,"['looking', 'machine', 'learning', 'engineer', 'join', 'team', 'candidate', 'experience', 'python', 'pytorch', 'docker', 'scikit', 'learn', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB07107,Software Engineer,CodeCraft India,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, C++, Python, Git, Java and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,8-11 LPA,Internship,we are looking for a software engineer to join our team the candidate should have experience with docker c python git java and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,338,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'docker', 'c', 'python', 'git', 'java', 'sql', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB07922,Data Scientist,TechNova Solutions,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Pandas, Python, Machine Learning, NumPy and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,12-17 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws pandas python machine learning numpy and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'aws', 'panda', 'python', 'machine', 'learning', 'numpy', 'scikit', 'learn', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05729,Backend Developer,CodeCraft India,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Java, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,7-9 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with python java docker and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'python', 'java', 'docker', 'rest', 'api', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05649,Software Engineer,NexaWorks,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with REST API, C++, Git, Python, SQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,6-9 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with rest api c git python sql and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,340,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'rest', 'api', 'c', 'git', 'python', 'sql', 'java', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05236,Cloud Engineer,Vertex Digital,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Linux, Python, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,5-8 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with azure linux python docker and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342,"['looking', 'cloud', 'engineer', 'join', 'team', 'candidate', 'experience', 'azure', 'linux', 'python', 'docker', 'terraform', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB09162,Software Engineer,CloudSphere,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, C++, REST API, Java and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with python c rest api java and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,339,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'python', 'c', 'rest', 'api', 'java', 'docker', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB04710,Frontend Developer,NexaWorks,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, TypeScript, React and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,7-11 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with javascript typescript react and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,342,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'javascript', 'typescript', 'react', 'git', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB08244,Software Engineer,Quantix Technologies,"Bangalore, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, Python, Java and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,8-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with c python java and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,341,330,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'c', 'python', 'java', 'docker', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05763,Frontend Developer,Apex Solutions,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, React, Git, REST API and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-9 LPA,Part-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript react git rest api and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'typescript', 'react', 'git', 'rest', 'api', 'html', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB09210,DevOps Engineer,Quantix Technologies,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Docker, Jenkins, Terraform, Kubernetes and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,9-14 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with linux docker jenkins terraform kubernetes and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"['looking', 'devops', 'engineer', 'join', 'team', 'candidate', 'experience', 'linux', 'docker', 'jenkins', 'terraform', 'kubernetes', 'git', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB03479,Data Scientist,BlueOrbit Software,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Scikit-learn, Python, AWS, SQL, Machine Learning and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,9-14 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with scikit learn python aws sql machine learning and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'scikit', 'learn', 'python', 'aws', 'sql', 'machine', 'learning', 'panda', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB07282,Machine Learning Engineer,Vertex Digital,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, Scikit-learn, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,7-10 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with sql scikit learn python and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,345,"['looking', 'machine', 'learning', 'engineer', 'join', 'team', 'candidate', 'experience', 'sql', 'scikit', 'learn', 'python', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB03925,Software Engineer,NextGen Systems,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, Python, Java, Docker and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-8 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with sql python java docker and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'sql', 'python', 'java', 'docker', 'git', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB01749,Data Scientist,InnovateLabs,"Delhi, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, SQL, Scikit-learn, Pandas, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-8 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with machine learning sql scikit learn pandas python and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'machine', 'learning', 'sql', 'scikit', 'learn', 'panda', 'python', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB00733,Machine Learning Engineer,CloudSphere,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, Python, SQL and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,,Internship,we are looking for a machine learning engineer to join our team the candidate should have experience with pytorch python sql and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['looking', 'machine', 'learning', 'engineer', 'join', 'team', 'candidate', 'experience', 'pytorch', 'python', 'sql', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB02554,DevOps Engineer,CodeCraft India,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Git, Jenkins, Linux and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,5-9 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with docker git jenkins linux and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336,"['looking', 'devops', 'engineer', 'join', 'team', 'candidate', 'experience', 'docker', 'git', 'jenkins', 'linux', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB06616,Frontend Developer,Vertex Digital,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, Git, REST API, CSS, JavaScript and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,9-13 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript git rest api css javascript and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,365,354,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'typescript', 'git', 'rest', 'api', 'cs', 'javascript', 'html', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB09702,Data Analyst,Apex Solutions,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Pandas, Python, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,10-12 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau pandas python excel and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336,"['looking', 'data', 'analyst', 'join', 'team', 'candidate', 'experience', 'tableau', 'panda', 'python', 'excel', 'sql', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB02663,DevOps Engineer,TechNova Solutions,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, AWS, Terraform and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,11-16 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with kubernetes aws terraform and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,338,"['looking', 'devops', 'engineer', 'join', 'team', 'candidate', 'experience', 'kubernetes', 'aws', 'terraform', 'linux', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05562,Backend Developer,Quantix Technologies,"Bangalore, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, SQL, REST API, PostgreSQL, Docker and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,10-15 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with python sql rest api postgresql docker and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,352,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'python', 'sql', 'rest', 'api', 'postgresql', 'docker', 'java', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
