job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,regex_skills,phrase_skills
JOB00870,Data Analyst,Apex Solutions,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Statistics, Pandas, SQL, Excel and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,10-15 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with power bi statistics pandas sql excel and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['SQL', 'Power BI']",['power bi']
JOB09787,Data Analyst,NextGen Systems,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Power BI, Tableau, Statistics and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-13 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with pandas power bi tableau statistics and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,343,"['SQL', 'Power BI']",['power bi']
JOB05721,Business Analyst,NextGen Systems,Remote,"We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, SQL, Tableau and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,6-11 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with power bi sql tableau and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,"['SQL', 'Power BI']",['power bi']
JOB00357,DevOps Engineer,Apex Solutions,"Gwalior, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, Terraform, Linux and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,5-8 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with kubernetes terraform linux and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,342,['Kubernetes'],[]
JOB00602,Frontend Developer,NexaWorks,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, JavaScript, TypeScript, HTML and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-11 LPA,Internship,we are looking for a frontend developer to join our team the candidate should have experience with rest api javascript typescript html and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,350,['JavaScript'],[]
JOB05452,Backend Developer,FinEdge Technologies,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with PostgreSQL, Node.js, REST API, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,11-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with postgresql node js rest api java and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"['Python', 'Java']",[]
JOB08281,Business Analyst,InnovateLabs,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Business Analysis, Excel, Tableau, SQL and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-8 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication business analysis excel tableau sql and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB06590,Cloud Engineer,CloudSphere,"Pune, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Python, Kubernetes and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,11-13 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with azure python kubernetes and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"['Python', 'Azure', 'Docker', 'Kubernetes']",[]
JOB07877,Data Analyst,CodeCraft India,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, SQL, Statistics and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,8-12 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with power bi sql statistics and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,"['SQL', 'Power BI']",['power bi']
JOB01276,Data Scientist,DataBridge Analytics,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Machine Learning, Pandas and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,11-16 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws machine learning pandas and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['AWS', 'Machine Learning']",['machine learning']
JOB01891,Data Scientist,CloudSphere,,"We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Scikit-learn, SQL, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,8-13 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with numpy scikit learn sql python and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"['Python', 'SQL', 'AWS']",[]
JOB08779,Machine Learning Engineer,BlueOrbit Software,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, TensorFlow, Python, SQL and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,6-11 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn tensorflow python sql and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,356,"['Python', 'SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB09036,Data Scientist,InnovateLabs,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Scikit-learn, Machine Learning and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,11-15 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with sql scikit learn machine learning and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,344,"['SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB09279,Business Analyst,TechNova Solutions,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, SQL, Tableau, Excel, Business Analysis and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,6-10 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with power bi sql tableau excel business analysis and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB03564,Data Scientist,CodeCraft India,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Scikit-learn, SQL, Machine Learning, NumPy, Pandas and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,6-8 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with scikit learn sql machine learning numpy pandas and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,357,"['SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB05788,Machine Learning Engineer,NexaWorks,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, Docker, SQL, AWS, PyTorch and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,8-10 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn docker sql aws pytorch and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360,"['Python', 'SQL', 'AWS', 'Docker', 'Machine Learning']",['machine learning']
JOB04959,Data Analyst,NexaWorks,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Power BI, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,,Full-time,we are looking for a data analyst to join our team the candidate should have experience with pandas power bi sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,339,330,"['SQL', 'Power BI']",['power bi']
JOB01547,Software Engineer,DataBridge Analytics,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Python, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,6-10 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git python docker and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"['Python', 'Docker']",[]
JOB06194,Backend Developer,NexaWorks,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, SQL, Node.js and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,8-10 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with rest api sql node js and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"['SQL', 'Docker']",[]
JOB02381,Cloud Engineer,CloudSphere,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Terraform, Azure, Docker, AWS and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,9-12 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with linux terraform azure docker aws and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350,"['AWS', 'Azure', 'Docker', 'Kubernetes']",[]
JOB03824,Cloud Engineer,FinEdge Technologies,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Kubernetes, Terraform, Docker, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-6 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with linux kubernetes terraform docker python and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['Python', 'AWS', 'Docker', 'Kubernetes']",[]
JOB03233,Software Engineer,CodeCraft India,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, Python, Docker, REST API, C++ and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-8 LPA,Part-time,we are looking for a software engineer to join our team the candidate should have experience with java python docker rest api c and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,343,"['Python', 'SQL', 'Java', 'Docker']",[]
JOB08489,Business Analyst,InnovateLabs,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Tableau, Excel and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-8 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql tableau excel and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,344,['SQL'],[]
JOB03307,Machine Learning Engineer,InnovateLabs,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, PyTorch, Scikit-learn, Docker, TensorFlow and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,6-10 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws pytorch scikit learn docker tensorflow and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['Python', 'AWS', 'Docker', 'Machine Learning']",['machine learning']
JOB00493,Machine Learning Engineer,DataBridge Analytics,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, TensorFlow, Docker, AWS and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,12-14 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python tensorflow docker aws and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,354,"['Python', 'AWS', 'Docker', 'Machine Learning']",['machine learning']
JOB03500,DevOps Engineer,Apex Solutions,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Docker, Jenkins and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,5-10 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with aws docker jenkins and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"['AWS', 'Docker']",[]
JOB08943,Business Analyst,NexaWorks,Remote,"We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Excel, Communication, Power BI, Business Analysis and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,3-8 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql excel communication power bi business analysis and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB01117,DevOps Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Jenkins, Docker, Linux, AWS and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,6-8 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with git jenkins docker linux aws and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,346,"['AWS', 'Docker']",[]
JOB05638,Frontend Developer,CodeCraft India,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, CSS, REST API, HTML, JavaScript and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,5-8 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git css rest api html javascript and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,['JavaScript'],[]
JOB08867,Business Analyst,InnovateLabs,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, SQL, Communication, Power BI, Business Analysis and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,5-8 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with excel sql communication power bi business analysis and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB06147,DevOps Engineer,CloudSphere,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Git, Terraform, AWS and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-13 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with jenkins git terraform aws and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,339,['AWS'],[]
JOB09967,Business Analyst,NextGen Systems,"Bangalore, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, SQL, Communication, Excel, Business Analysis and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-7 LPA,Part-time,we are looking for a business analyst to join our team the candidate should have experience with power bi sql communication excel business analysis and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['SQL', 'Power BI']",['power bi']
JOB09622,Frontend Developer,NexaWorks,"Gwalior, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, HTML, Git, CSS, React and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,10-15 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with rest api html git css react and typescript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,[],[]
JOB06863,Data Scientist,Quantix Technologies,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, Scikit-learn, AWS, Pandas, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-10 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with machine learning scikit learn aws pandas python and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"['Python', 'SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB08315,Cloud Engineer,DataBridge Analytics,"Pune, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Azure, Linux, Python, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,6-11 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with terraform azure linux python aws and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,346,"['Python', 'AWS', 'Azure', 'Docker']",[]
JOB08143,DevOps Engineer,Quantix Technologies,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, Jenkins, Git, Linux and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-11 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with kubernetes jenkins git linux and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,346,['Kubernetes'],[]
JOB03646,Data Analyst,Apex Solutions,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Python, Statistics, Excel, Power BI and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,12-14 LPA,Internship,we are looking for a data analyst to join our team the candidate should have experience with sql python statistics excel power bi and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['Python', 'SQL', 'Power BI']",['power bi']
JOB02501,Machine Learning Engineer,BlueOrbit Software,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, Docker, PyTorch, Scikit-learn and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,5-8 LPA,Part-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws docker pytorch scikit learn and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,356,"['Python', 'AWS', 'Docker', 'Machine Learning']",['machine learning']
JOB05678,Frontend Developer,CloudSphere,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, REST API, CSS, HTML and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,6-8 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with git rest api css html and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338,[],[]
JOB05242,Data Analyst,NextGen Systems,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Tableau, Python, Power BI, Pandas and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-7 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel tableau python power bi pandas and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,352,"['Python', 'Power BI']",['power bi']
JOB06673,Backend Developer,Apex Solutions,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, Docker, REST API, Python, SQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,11-15 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js docker rest api python sql and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['Python', 'SQL', 'Java', 'Docker']",[]
JOB02784,Frontend Developer,Apex Solutions,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, React, TypeScript and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,7-12 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css react typescript and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,[],[]
JOB06159,Machine Learning Engineer,TechNova Solutions,"Noida, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, SQL, TensorFlow, PyTorch and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,3-5 LPA,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with aws sql tensorflow pytorch and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,367,357,"['SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB03810,Backend Developer,CloudSphere,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Python, Node.js, SQL and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-12 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with rest api python node js sql and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,348,"['Python', 'SQL']",[]
JOB06775,Data Scientist,InnovateLabs,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Pandas, Scikit-learn, SQL, Machine Learning and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,5-9 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with numpy pandas scikit learn sql machine learning and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,357,"['SQL', 'AWS', 'Machine Learning']",['machine learning']
JOB08739,Data Analyst,DataBridge Analytics,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, Tableau, Power BI and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,10-12 LPA,Part-time,we are looking for a data analyst to join our team the candidate should have experience with statistics tableau power bi and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,['Power BI'],['power bi']
JOB07989,Cloud Engineer,NextGen Systems,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Python, AWS, Linux and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-11 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with azure python aws linux and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"['Python', 'AWS', 'Azure', 'Kubernetes']",[]
