job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB03253,Software Engineer,NexaWorks,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, SQL, Python, REST API, Git and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,8-13 LPA,Full-time
JOB02481,Data Scientist,Vertex Digital,"Pune, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Machine Learning, Scikit-learn, NumPy and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,11-16 LPA,Full-time
JOB00290,Software Engineer,Apex Solutions,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, Python, SQL, Git and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,7-9 LPA,Full-time
JOB09302,Data Scientist,TechNova Solutions,"Pune, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, SQL, NumPy and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-14 LPA,Full-time
JOB03076,Business Analyst,Quantix Technologies,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Power BI, Communication and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,,Full-time
JOB04074,QA Engineer,InnovateLabs,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Selenium, Java, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,5-10 LPA,Full-time
JOB07769,QA Engineer,TechNova Solutions,"Pune, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, SQL, Jira, API Testing and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,12-14 LPA,Contract
JOB06555,Software Engineer,TechNova Solutions,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, C++, Java, SQL, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,10-12 LPA,Full-time
JOB06109,Software Engineer,NextGen Systems,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, Java, SQL and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,,8-12 LPA,Full-time
JOB05090,Cloud Engineer,NextGen Systems,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, Python, Terraform, Linux, Azure and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,,6-8 LPA,Full-time
JOB06839,Cloud Engineer,NextGen Systems,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Linux, AWS, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-17 LPA,Full-time
JOB08063,Business Analyst,TechNova Solutions,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, SQL, Communication, Power BI and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,5-9 LPA,Full-time
JOB09816,Backend Developer,NexaWorks,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, PostgreSQL, Python, Node.js and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,7-9 LPA,Full-time
JOB08492,Cloud Engineer,BlueOrbit Software,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Terraform, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-6 LPA,Full-time
JOB09052,QA Engineer,NexaWorks,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Java, Jira, SQL, Git and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,7-9 LPA,Full-time
JOB07929,Data Scientist,InnovateLabs,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, AWS, Python, Scikit-learn, Machine Learning and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,12-17 LPA,Contract
JOB07930,Business Analyst,DataBridge Analytics,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, Communication, Business Analysis and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,8-10 LPA,Full-time
JOB00271,Data Scientist,NextGen Systems,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Machine Learning, AWS, Pandas, Python and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,,Full-time
JOB06010,Backend Developer,Vertex Digital,"Bangalore, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, REST API, Docker, PostgreSQL and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,8-12 LPA,Full-time
JOB04571,DevOps Engineer,BlueOrbit Software,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Terraform, Git and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,7-9 LPA,Full-time
JOB09050,Machine Learning Engineer,CodeCraft India,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, AWS, Scikit-learn, PyTorch and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,11-14 LPA,Contract
JOB08182,Business Analyst,NextGen Systems,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Power BI, SQL, Tableau and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,,Full-time
JOB02972,Data Scientist,Apex Solutions,"Gurgaon, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, Pandas, Machine Learning and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,,12-15 LPA,Full-time
JOB06342,Cloud Engineer,CloudSphere,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Docker, Python and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,9-12 LPA,Full-time
JOB08861,DevOps Engineer,Vertex Digital,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Jenkins, Linux, Kubernetes and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,10-15 LPA,Contract
JOB04208,DevOps Engineer,DataBridge Analytics,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Git, Kubernetes, Linux, Jenkins and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,11-15 LPA,Full-time
JOB03219,Backend Developer,Quantix Technologies,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with PostgreSQL, SQL, Node.js, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-8 LPA,Full-time
JOB01392,Backend Developer,BlueOrbit Software,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Java, Python and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,5-8 LPA,Full-time
JOB03976,QA Engineer,InnovateLabs,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, SQL, Git and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,9-12 LPA,Full-time
JOB04317,Business Analyst,InnovateLabs,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, Communication, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,6-8 LPA,Full-time
JOB07486,QA Engineer,Apex Solutions,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Java, Selenium, Python and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-9 LPA,Full-time
JOB07513,DevOps Engineer,NextGen Systems,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Jenkins, Terraform, Linux and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-11 LPA,Full-time
JOB08926,Backend Developer,CloudSphere,"Bangalore, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, PostgreSQL, Java, REST API and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,6-11 LPA,Full-time
JOB00084,Cloud Engineer,Apex Solutions,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Linux, AWS and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,9-11 LPA,Full-time
JOB00874,Machine Learning Engineer,Quantix Technologies,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, Scikit-learn and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-5 LPA,Contract
JOB09704,Cloud Engineer,Quantix Technologies,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, AWS, Linux, Python, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-14 LPA,Contract
JOB09770,Cloud Engineer,CloudSphere,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, Azure, Docker, Terraform and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,9-12 LPA,Full-time
JOB04558,Cloud Engineer,CloudSphere,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Terraform, Kubernetes, Azure, Linux and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,12-14 LPA,Part-time
JOB04501,Cloud Engineer,BlueOrbit Software,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Linux, Terraform, Python, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-11 LPA,Full-time
JOB04648,Data Scientist,Apex Solutions,"Mumbai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Machine Learning, NumPy and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,6-9 LPA,Full-time
JOB02039,Business Analyst,Apex Solutions,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, SQL, Tableau, Communication, Business Analysis and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,10-13 LPA,Internship
JOB09793,Business Analyst,DataBridge Analytics,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Excel, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,7-12 LPA,Full-time
JOB07654,DevOps Engineer,CloudSphere,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Git, Terraform, Kubernetes and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-9 LPA,Full-time
JOB02451,Business Analyst,Quantix Technologies,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, Power BI, SQL, Communication and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,6-11 LPA,Internship
JOB03955,QA Engineer,CodeCraft India,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Git, Python, SQL and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,7-9 LPA,Full-time
JOB02330,Backend Developer,Apex Solutions,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, Docker, Node.js, PostgreSQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-14 LPA,Full-time
JOB09220,QA Engineer,CloudSphere,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Jira, Selenium, Git, API Testing and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,5-7 LPA,Full-time
JOB09262,Software Engineer,NextGen Systems,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, C++, SQL, REST API, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,4-7 LPA,Full-time
JOB05043,QA Engineer,TechNova Solutions,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Java, API Testing, Selenium and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-6 LPA,Contract
JOB09460,Data Scientist,Quantix Technologies,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, NumPy, Scikit-learn, Python, Pandas and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,6-11 LPA,Full-time
JOB04747,Backend Developer,BlueOrbit Software,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Java, REST API, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,10-14 LPA,Full-time
JOB09463,DevOps Engineer,CloudSphere,"Chennai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Terraform, Linux, Git and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,5-10 LPA,Full-time
JOB08314,Data Analyst,CodeCraft India,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Excel, Pandas, SQL and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,7-9 LPA,Full-time
JOB09057,Machine Learning Engineer,FinEdge Technologies,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, SQL, TensorFlow, AWS and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-11 LPA,Full-time
JOB06793,Data Scientist,Apex Solutions,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Scikit-learn, SQL and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,5-10 LPA,Full-time
JOB06506,Data Scientist,Quantix Technologies,"Chennai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, SQL, Scikit-learn, Python, Machine Learning and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,6-8 LPA,Contract
JOB02402,Backend Developer,InnovateLabs,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, PostgreSQL, Node.js, REST API, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,8-10 LPA,Part-time
JOB05521,Machine Learning Engineer,CloudSphere,"Bangalore, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, AWS, TensorFlow, Python and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-7 LPA,Full-time
JOB01217,Data Analyst,FinEdge Technologies,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, SQL, Statistics and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-11 LPA,Internship
JOB09603,Data Analyst,DataBridge Analytics,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Pandas, Python and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,,Full-time
JOB06021,QA Engineer,Quantix Technologies,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, SQL, Git, API Testing and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,6-8 LPA,Full-time
JOB07217,Backend Developer,NextGen Systems,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Node.js, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,12-14 LPA,Full-time
JOB01065,Data Scientist,Quantix Technologies,Remote,"We are looking for a Data Scientist to join our team. The candidate should have experience with Scikit-learn, Machine Learning, AWS, Pandas, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,11-15 LPA,Part-time
JOB03787,QA Engineer,TechNova Solutions,Remote,"We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Jira, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,10-12 LPA,Part-time
JOB04411,Frontend Developer,CodeCraft India,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, CSS, Git, React and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,7-9 LPA,Full-time
JOB07019,Software Engineer,Quantix Technologies,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, Python, REST API, Git, C++ and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,7-12 LPA,Part-time
JOB08594,Data Scientist,Vertex Digital,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Scikit-learn, Pandas, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,6-8 LPA,Full-time
JOB05524,QA Engineer,BlueOrbit Software,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, API Testing, Java, Jira and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,9-14 LPA,Full-time
JOB05997,DevOps Engineer,Apex Solutions,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Linux, Jenkins and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,5-9 LPA,Full-time
JOB08927,Business Analyst,FinEdge Technologies,"Gurgaon, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Power BI, Tableau and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,12-17 LPA,Full-time
JOB05889,DevOps Engineer,Apex Solutions,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Linux, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,7-9 LPA,Full-time
JOB02162,Backend Developer,FinEdge Technologies,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, Python, Java, PostgreSQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,6-8 LPA,Full-time
JOB03009,Backend Developer,Apex Solutions,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, REST API, PostgreSQL, Node.js, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,6-11 LPA,Full-time
JOB01106,DevOps Engineer,DataBridge Analytics,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Terraform, Kubernetes, Git and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-6 LPA,Full-time
JOB08979,Data Scientist,CodeCraft India,"Delhi, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, Python, AWS, NumPy, Scikit-learn and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,9-11 LPA,Full-time
JOB00693,Machine Learning Engineer,Vertex Digital,"Chennai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, Scikit-learn, Python, PyTorch and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,7-12 LPA,Contract
JOB09808,Machine Learning Engineer,Quantix Technologies,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, PyTorch, TensorFlow, Scikit-learn, Docker and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,5-9 LPA,Contract
JOB04957,Cloud Engineer,TechNova Solutions,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Docker, Linux, Azure and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,7-12 LPA,Part-time
JOB06752,DevOps Engineer,DataBridge Analytics,"Chennai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, AWS, Git, Jenkins and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,6-11 LPA,Full-time
JOB08571,Backend Developer,Quantix Technologies,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, Docker, REST API and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,10-13 LPA,Full-time
JOB04370,Backend Developer,BlueOrbit Software,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Node.js, SQL, PostgreSQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-14 LPA,Full-time
JOB02766,Machine Learning Engineer,NexaWorks,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, SQL, TensorFlow, Python, PyTorch and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,5-7 LPA,Contract
