job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,custom_entities
JOB03559,Data Scientist,DataBridge Analytics,"Gwalior, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Scikit-learn, Machine Learning, NumPy, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,10-12 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with sql scikit learn machine learning numpy python and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,357,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB02810,DevOps Engineer,NextGen Systems,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Kubernetes, Git and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,10-13 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform kubernetes git and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,"[('Docker', 'TECHNOLOGY')]"
JOB09865,Frontend Developer,BlueOrbit Software,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, Git, HTML, TypeScript, CSS and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,5-9 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with rest api git html typescript css and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,365,354,"[('Java', 'SKILL')]"
JOB04862,QA Engineer,NextGen Systems,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, SQL, Selenium, API Testing, Python and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,7-9 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with java sql selenium api testing python and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB06741,Machine Learning Engineer,TechNova Solutions,"Bangalore, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, TensorFlow, Docker and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,9-11 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with sql tensorflow docker and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,346,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('TensorFlow', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY')]"
JOB03417,Business Analyst,CloudSphere,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Power BI, Excel, Business Analysis and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,8-12 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql communication power bi excel business analysis and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB00308,DevOps Engineer,CloudSphere,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Docker, Git, AWS, Kubernetes and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,5-9 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with terraform docker git aws kubernetes and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB03909,Data Scientist,Vertex Digital,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, AWS, Machine Learning, SQL and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,6-8 LPA,Internship,we are looking for a data scientist to join our team the candidate should have experience with python aws machine learning sql and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB00349,Business Analyst,FinEdge Technologies,"Bangalore, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Tableau, Power BI, Business Analysis and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,11-16 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql communication tableau power bi business analysis and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB00827,QA Engineer,Apex Solutions,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Python, Selenium and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-10 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with api testing python selenium and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"[('Python', 'SKILL'), ('Java', 'SKILL')]"
JOB09599,Data Scientist,NexaWorks,"Pune, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Pandas, Machine Learning, SQL and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-8 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws pandas machine learning sql and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"[('SQL', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB04483,QA Engineer,CloudSphere,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Jira, Selenium, SQL, API Testing and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,7-12 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python jira selenium sql api testing and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB06731,Software Engineer,TechNova Solutions,Remote,"We are looking for a Software Engineer to join our team. The candidate should have experience with C++, REST API, Python, Git, SQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,7-9 LPA,Internship,we are looking for a software engineer to join our team the candidate should have experience with c rest api python git sql and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,342,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB03683,Business Analyst,Vertex Digital,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Tableau, Business Analysis, Communication, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,10-13 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with power bi tableau business analysis communication sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB08380,Business Analyst,NexaWorks,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, SQL, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-6 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication sql power bi and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,353,"[('SQL', 'SKILL'), ('Power BI', 'TOOL')]"
JOB08699,Data Analyst,Apex Solutions,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Statistics, Power BI, Tableau and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-5 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with pandas statistics power bi tableau and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,"[('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB02054,Data Analyst,BlueOrbit Software,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Excel, Python, Tableau, Power BI and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,9-13 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with sql excel python tableau power bi and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB00072,DevOps Engineer,Apex Solutions,"Noida, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Jenkins, Terraform, Git, Kubernetes and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,8-13 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with aws jenkins terraform git kubernetes and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350,"[('AWS', 'CLOUD_PLATFORM')]"
JOB08863,QA Engineer,Apex Solutions,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Selenium, SQL, API Testing, Java and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,6-10 LPA,Part-time,we are looking for a qa engineer to join our team the candidate should have experience with jira selenium sql api testing java and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,342,"[('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB08456,Machine Learning Engineer,BlueOrbit Software,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, SQL, Docker, TensorFlow and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,6-11 LPA,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with python sql docker tensorflow and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,359,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('TensorFlow', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY')]"
JOB06423,DevOps Engineer,TechNova Solutions,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Kubernetes, Git, Linux, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-7 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform kubernetes git linux aws and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB08260,Backend Developer,CloudSphere,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, PostgreSQL, Python, REST API and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,10-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js postgresql python rest api and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('PostgreSQL', 'DATABASE')]"
JOB01667,QA Engineer,NexaWorks,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Python, Jira, Java and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,5-9 LPA,Internship,we are looking for a qa engineer to join our team the candidate should have experience with api testing python jira java and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"[('Python', 'SKILL'), ('Java', 'SKILL')]"
JOB06335,Frontend Developer,CloudSphere,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, REST API, React, HTML, JavaScript and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,12-17 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css rest api react html javascript and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"[('Java', 'SKILL')]"
JOB06623,Data Scientist,InnovateLabs,"Chennai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, AWS, NumPy, Pandas, Python and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-7 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with machine learning aws numpy pandas python and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360,"[('Python', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB05494,DevOps Engineer,Quantix Technologies,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Docker, AWS, Jenkins and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,6-11 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform docker aws jenkins and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB01446,Cloud Engineer,NexaWorks,"Pune, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Terraform, Python, Linux and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,10-12 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with docker terraform python linux and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,347,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB05351,Machine Learning Engineer,Apex Solutions,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, Python, AWS, PyTorch, TensorFlow and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-17 LPA,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn python aws pytorch tensorflow and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('Python', 'SKILL'), ('TensorFlow', 'TECHNOLOGY'), ('PyTorch', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB07224,Business Analyst,InnovateLabs,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, Tableau, Power BI, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,10-14 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with excel tableau power bi sql and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB01696,Frontend Developer,Apex Solutions,"Hyderabad, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, HTML, JavaScript, CSS, REST API and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-5 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript html javascript css rest api and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,365,354,"[('Java', 'SKILL')]"
JOB02893,QA Engineer,CloudSphere,"Pune, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Git, Java, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,5-8 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with api testing git java python and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,335,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB01575,Cloud Engineer,TechNova Solutions,"Bangalore, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Kubernetes, Linux, Azure and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,4-8 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with docker kubernetes linux azure and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM'), ('Azure', 'CLOUD_PLATFORM')]"
JOB03204,Data Analyst,Quantix Technologies,"Gurgaon, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Tableau, Excel and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,8-10 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with pandas tableau excel and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"[('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB04406,Business Analyst,Quantix Technologies,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Business Analysis, SQL, Power BI, Excel and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,6-11 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with tableau business analysis sql power bi excel and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB01631,Data Scientist,FinEdge Technologies,"Gwalior, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, SQL, Pandas and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,9-12 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with machine learning sql pandas and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"[('SQL', 'SKILL')]"
JOB07643,Machine Learning Engineer,InnovateLabs,"Chennai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, SQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,5-7 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws tensorflow sql and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,343,"[('SQL', 'SKILL'), ('TensorFlow', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB01882,DevOps Engineer,NexaWorks,"Noida, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Terraform, Docker and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,9-12 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with linux terraform docker and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB05113,Machine Learning Engineer,CodeCraft India,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, SQL, PyTorch, Docker, Scikit-learn and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,7-11 LPA,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with tensorflow sql pytorch docker scikit learn and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('TensorFlow', 'TECHNOLOGY'), ('PyTorch', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY')]"
JOB05075,Software Engineer,Vertex Digital,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, C++, Java, Docker, Python and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,9-13 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git c java docker python and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,343,"[('Python', 'SKILL'), ('Java', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB09067,Software Engineer,NexaWorks,"Gwalior, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, SQL, Python, Git and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,6-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with java sql python git and c the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,331,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB05716,DevOps Engineer,InnovateLabs,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Terraform, Jenkins, AWS, Kubernetes and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,10-14 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with docker terraform jenkins aws kubernetes and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB00849,Frontend Developer,DataBridge Analytics,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, Git, TypeScript, CSS, JavaScript and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,5-8 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with rest api git typescript css javascript and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,355,"[('Java', 'SKILL')]"
JOB06138,Software Engineer,TechNova Solutions,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, REST API, C++, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,12-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with docker rest api c sql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,338,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB06337,Data Scientist,InnovateLabs,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, SQL, Scikit-learn, Machine Learning, Pandas and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,8-12 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with python sql scikit learn machine learning pandas and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360,"[('Python', 'SKILL'), ('SQL', 'SKILL')]"
